Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases
2020-08-18,Andorra,77293,3750,1005,53,869,83,
2020-08-19,Andorra,77293,3750,1024,53,875,96,
2020-08-20,Andorra,77293,137457,1024,53,875,96,
2020-08-21,Andorra,77293,137457,1045,53,875,117,
2020-08-22,Andorra,77293,137457,1045,53,875,117,
2020-08-23,Andorra,77293,137457,1045,53,875,117,
2020-08-24,Andorra,77293,137457,1060,53,877,130,
2020-08-25,Andorra,77293,137457,1060,53,877,130,
2020-08-26,Andorra,77293,137457,1098,53,893,152,
2020-08-27,Andorra,77293,137457,1098,53,893,152,
2020-08-28,Andorra,77293,137457,1124,53,902,169,
2020-08-29,Andorra,77293,137457,1124,53,902,169,
2020-08-30,Andorra,77293,137457,1124,53,902,169,
2020-08-31,Andorra,77293,137457,1176,53,908,215,
2020-09-01,Andorra,77293,137457,1184,53,908,223,
2020-09-02,Andorra,77293,137457,1199,53,909,237,
2020-09-03,Andorra,77293,137457,1199,53,909,237,
2020-09-04,Andorra,77293,137457,1215,53,928,234,
2020-09-05,Andorra,77293,137457,1215,53,928,234,
2020-09-06,Andorra,77293,137457,1215,53,928,234,
2020-09-07,Andorra,77293,137457,1261,53,934,274,
2020-09-08,Andorra,77293,137457,1261,53,934,274,
2020-09-09,Andorra,77293,137457,1301,53,938,310,
2020-09-10,Andorra,77293,137457,1301,53,938,310,
2020-09-11,Andorra,77293,137457,1344,53,943,348,
2020-09-12,Andorra,77293,137457,1344,53,943,348,
2020-09-13,Andorra,77293,137457,1344,53,943,348,
2020-09-14,Andorra,77293,137457,1438,53,945,440,
2020-09-15,Andorra,77293,137457,1438,53,945,440,
2020-09-16,Andorra,77293,137457,1483,53,1054,376,
2020-09-17,Andorra,77293,137457,1483,53,1054,376,
2020-09-18,Andorra,77293,137457,1564,53,1164,347,
2020-09-19,Andorra,77293,137457,1564,53,1164,347,
2020-09-20,Andorra,77293,137457,1564,53,1164,347,
2020-05-01,Angola,33085398,481,30,2,11,17,
2020-05-02,Angola,33085398,481,35,2,11,22,
2020-05-03,Angola,33085398,481,35,2,11,22,
2020-05-04,Angola,33085398,3000,35,2,11,22,
2020-05-05,Angola,33085398,3000,36,2,11,23,
2020-05-06,Angola,33085398,3000,36,2,11,23,
2020-05-07,Angola,33085398,3000,36,2,11,23,
2020-05-08,Angola,33085398,3000,43,2,11,30,
2020-05-09,Angola,33085398,3000,43,2,13,28,
2020-05-10,Angola,33085398,3000,43,2,13,28,
2020-05-11,Angola,33085398,3000,45,2,13,30,
2020-05-12,Angola,33085398,3000,45,2,13,30,
2020-05-13,Angola,33085398,3000,45,2,14,29,
2020-05-14,Angola,33085398,6136,48,2,14,32,
2020-05-15,Angola,33085398,6136,48,2,17,29,
2020-05-16,Angola,33085398,6136,48,2,17,29,
2020-05-17,Angola,33085398,6136,48,2,17,29,
2020-05-18,Angola,33085398,6136,50,3,17,30,
2020-05-19,Angola,33085398,6136,52,3,17,32,
2020-05-20,Angola,33085398,6136,52,3,17,32,
2020-05-21,Angola,33085398,6136,58,3,17,38,
2020-05-22,Angola,33085398,6136,60,3,17,40,
2020-05-23,Angola,33085398,10000,61,4,18,39,
2020-05-24,Angola,33085398,10000,69,4,18,47,
2020-05-25,Angola,33085398,10000,70,4,18,48,
2020-05-26,Angola,33085398,10000,70,4,18,48,
2020-05-27,Angola,33085398,10000,71,4,18,49,
2020-05-28,Angola,33085398,10000,74,4,18,52,
2020-05-29,Angola,33085398,10000,81,4,18,59,
2020-05-30,Angola,33085398,10000,84,4,18,62,
2020-05-31,Angola,33085398,10000,86,4,18,64,
2020-06-01,Angola,33085398,10000,86,4,18,64,
2020-06-02,Angola,33085398,10000,86,4,18,64,
2020-06-03,Angola,33085398,10000,86,4,18,64,
2020-06-04,Angola,33085398,10000,86,4,18,64,
2020-06-05,Angola,33085398,10000,86,4,21,61,
2020-06-06,Angola,33085398,10000,88,4,24,60,
2020-06-07,Angola,33085398,10000,91,4,24,63,
2020-06-08,Angola,33085398,10000,92,4,38,50,
2020-06-09,Angola,33085398,10000,96,4,38,54,
2020-06-10,Angola,33085398,10000,113,4,40,69,
2020-06-11,Angola,33085398,10000,118,5,41,72,
2020-06-12,Angola,33085398,10000,130,5,42,83,
2020-06-13,Angola,33085398,10000,138,6,61,71,
2020-06-14,Angola,33085398,10000,140,6,61,73,
2020-06-15,Angola,33085398,10000,142,6,64,72,
2020-06-16,Angola,33085398,10000,148,6,64,78,
2020-06-17,Angola,33085398,10000,155,7,64,84,
2020-06-18,Angola,33085398,10000,166,8,64,94,
2020-06-19,Angola,33085398,10000,172,8,66,98,
2020-06-20,Angola,33085398,10000,176,9,66,101,
2020-06-21,Angola,33085398,10000,183,9,77,97,
2020-06-22,Angola,33085398,10000,186,10,77,99,
2020-06-23,Angola,33085398,10000,189,10,77,102,
2020-06-24,Angola,33085398,10000,197,10,77,110,
2020-06-25,Angola,33085398,10000,212,10,81,121,
2020-06-26,Angola,33085398,10000,212,10,81,121,
2020-06-27,Angola,33085398,10000,259,10,81,168,
2020-06-28,Angola,33085398,10000,267,11,81,175,
2020-06-29,Angola,33085398,10000,276,11,93,172,
2020-06-30,Angola,33085398,10000,284,13,93,178,
2020-07-01,Angola,33085398,10000,291,15,97,179,
2020-07-02,Angola,33085398,10000,315,17,97,201,
2020-07-03,Angola,33085398,10000,328,18,107,203,
2020-07-04,Angola,33085398,10000,346,19,108,219,
2020-07-05,Angola,33085398,10000,346,19,108,219,
2020-07-06,Angola,33085398,10000,346,19,108,219,
2020-07-07,Angola,33085398,10000,386,21,117,248,
2020-07-08,Angola,33085398,10000,386,21,117,248,
2020-07-09,Angola,33085398,10000,396,22,117,257,
2020-07-10,Angola,33085398,10000,458,23,117,318,
2020-07-11,Angola,33085398,10000,462,23,118,321,
2020-07-12,Angola,33085398,10000,483,25,118,340,
2020-07-13,Angola,33085398,10000,525,26,118,381,
2020-07-14,Angola,33085398,10000,541,26,118,397,
2020-07-15,Angola,33085398,10000,576,27,124,425,
2020-07-16,Angola,33085398,10000,607,28,124,455,
2020-07-17,Angola,33085398,10000,638,29,199,410,
2020-07-18,Angola,33085398,10000,687,29,210,448,
2020-07-19,Angola,33085398,10000,705,29,221,455,
2020-07-20,Angola,33085398,10000,749,29,221,499,
2020-07-21,Angola,33085398,10000,779,30,221,528,
2020-07-22,Angola,33085398,10000,812,33,221,558,
2020-07-23,Angola,33085398,10000,851,33,236,582,
2020-07-24,Angola,33085398,10000,880,35,241,604,
2020-07-25,Angola,33085398,10000,916,39,242,635,
2020-07-26,Angola,33085398,10000,932,40,242,650,
2020-07-27,Angola,33085398,10000,950,41,242,667,
2020-07-28,Angola,33085398,59052,1000,47,266,687,
2020-07-29,Angola,33085398,59052,1078,48,301,729,
2020-07-30,Angola,33085398,63371,1109,51,395,663,
2020-07-31,Angola,33085398,63371,1148,52,437,659,
2020-08-01,Angola,33085398,64109,1164,54,460,650,
2020-08-02,Angola,33085398,64109,1199,55,461,683,
2020-08-03,Angola,33085398,64747,1280,58,476,746,
2020-08-04,Angola,33085398,64747,1344,59,503,782,
2020-08-05,Angola,33085398,64747,1395,62,506,827,
2020-08-06,Angola,33085398,64747,1483,64,520,899,
2020-08-07,Angola,33085398,64747,1538,67,544,927,
2020-08-08,Angola,33085398,64747,1572,70,564,938,
2020-08-09,Angola,33085398,64747,1672,75,567,1030,
2020-08-10,Angola,33085398,64747,1679,78,569,1032,
2020-08-11,Angola,33085398,64747,1735,80,575,1080,
2020-08-12,Angola,33085398,64747,1762,80,577,1105,
2020-08-13,Angola,33085398,64747,1815,80,577,1158,
2020-08-14,Angola,33085398,64747,1852,86,584,1182,
2020-08-15,Angola,33085398,64747,1879,86,628,1165,
2020-08-16,Angola,33085398,64747,1906,88,628,1190,
2020-08-17,Angola,33085398,64747,1935,88,632,1215,
2020-08-18,Angola,33085398,64747,1966,90,667,1209,
2020-08-19,Angola,33085398,64747,2015,92,698,1225,
2020-08-20,Angola,33085398,64747,2044,93,742,1209,
2020-08-21,Angola,33085398,64747,2068,94,804,1170,
2020-08-22,Angola,33085398,64747,2134,94,814,1226,
2020-08-23,Angola,33085398,64747,2171,96,818,1257,
2020-08-24,Angola,33085398,64747,2222,100,877,1245,
2020-08-25,Angola,33085398,64747,2283,102,977,1204,
2020-08-26,Angola,33085398,64747,2332,103,977,1252,
2020-08-27,Angola,33085398,64747,2415,105,1335,975,
2020-08-28,Angola,33085398,64747,2471,106,1028,1337,
2020-08-29,Angola,33085398,64747,2551,107,1041,1403,
2020-08-30,Angola,33085398,64747,2624,107,1063,1454,
2020-08-31,Angola,33085398,64747,2654,108,1071,1475,
2020-09-01,Angola,33085398,64747,2729,109,1084,1536,
2020-09-02,Angola,33085398,64747,2777,112,1115,1550,
2020-09-03,Angola,33085398,64747,2805,113,1144,1548,
2020-09-04,Angola,33085398,64747,2876,115,1167,1594,
2020-09-05,Angola,33085398,64747,2935,117,1192,1626,
2020-09-06,Angola,33085398,64747,2965,117,1198,1650,
2020-09-07,Angola,33085398,64747,2981,120,1215,1646,
2020-09-08,Angola,33085398,64747,3033,124,1215,1694,
2020-09-09,Angola,33085398,64747,3092,126,1245,1721,
2020-09-10,Angola,33085398,64747,3217,130,1277,1810,
2020-09-11,Angola,33085398,64747,3279,131,1288,1860,
2020-09-12,Angola,33085398,64747,3335,132,1289,1914,
2020-09-13,Angola,33085398,64747,3388,134,1301,1953,
2020-09-14,Angola,33085398,65951,3439,136,1324,1979,
2020-09-15,Angola,33085398,65951,3569,139,1332,2098,
2020-09-16,Angola,33085398,65951,3675,143,1401,2131,
2020-09-17,Angola,33085398,65951,3789,144,1405,2240,
2020-09-18,Angola,33085398,65951,3848,147,1443,2258,
2020-09-19,Angola,33085398,65951,3901,147,1445,2309,
2020-09-20,Angola,33085398,65951,3991,152,1445,2394,
2020-04-18,Antigua and Barbuda,98112,73,23,3,3,17,
2020-04-19,Antigua and Barbuda,98112,73,23,3,3,17,
2020-04-20,Antigua and Barbuda,98112,73,23,3,3,17,
2020-04-21,Antigua and Barbuda,98112,108,23,3,7,13,
2020-04-22,Antigua and Barbuda,98112,108,24,3,10,11,
2020-04-23,Antigua and Barbuda,98112,108,24,3,10,11,
2020-04-24,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-25,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-26,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-27,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-28,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-29,Antigua and Barbuda,98112,113,24,3,11,10,
2020-04-30,Antigua and Barbuda,98112,113,24,3,11,10,
2020-05-01,Antigua and Barbuda,98112,151,25,3,15,7,
2020-05-02,Antigua and Barbuda,98112,151,25,3,15,7,
2020-05-03,Antigua and Barbuda,98112,151,25,3,15,7,
2020-05-04,Antigua and Barbuda,98112,151,25,3,15,7,
2020-05-05,Antigua and Barbuda,98112,153,25,3,16,6,
2020-05-06,Antigua and Barbuda,98112,153,25,3,16,6,
2020-05-07,Antigua and Barbuda,98112,153,25,3,16,6,
2020-05-08,Antigua and Barbuda,98112,153,25,3,16,6,
2020-05-09,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-10,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-11,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-12,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-13,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-14,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-15,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-16,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-17,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-18,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-19,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-20,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-21,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-22,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-23,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-24,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-25,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-26,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-27,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-28,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-29,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-30,Antigua and Barbuda,98112,183,25,3,19,3,
2020-05-31,Antigua and Barbuda,98112,183,26,3,19,4,
2020-06-01,Antigua and Barbuda,98112,183,26,3,19,4,
2020-06-02,Antigua and Barbuda,98112,246,26,3,19,4,
2020-06-03,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-04,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-05,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-06,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-07,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-08,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-09,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-10,Antigua and Barbuda,98112,246,26,3,20,3,
2020-06-11,Antigua and Barbuda,98112,489,26,3,20,3,
2020-06-12,Antigua and Barbuda,98112,489,26,3,20,3,
2020-06-13,Antigua and Barbuda,98112,489,26,3,20,3,
2020-06-14,Antigua and Barbuda,98112,489,26,3,20,3,
2020-06-15,Antigua and Barbuda,98112,489,26,3,20,3,
2020-06-16,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-17,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-18,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-19,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-20,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-21,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-22,Antigua and Barbuda,98112,489,26,3,22,1,
2020-06-23,Antigua and Barbuda,98112,680,26,3,22,1,
2020-06-24,Antigua and Barbuda,98112,680,65,3,22,40,
2020-06-25,Antigua and Barbuda,98112,680,65,3,22,40,
2020-06-26,Antigua and Barbuda,98112,680,65,3,22,40,
2020-06-27,Antigua and Barbuda,98112,680,65,3,22,40,
2020-06-28,Antigua and Barbuda,98112,680,69,3,22,44,
2020-06-29,Antigua and Barbuda,98112,680,69,3,22,44,
2020-06-30,Antigua and Barbuda,98112,680,69,3,22,44,
2020-07-01,Antigua and Barbuda,98112,680,69,3,22,44,
2020-07-02,Antigua and Barbuda,98112,796,69,3,23,43,
2020-07-03,Antigua and Barbuda,98112,796,68,3,23,42,
2020-07-04,Antigua and Barbuda,98112,796,68,3,23,42,
2020-07-05,Antigua and Barbuda,98112,796,68,3,23,42,
2020-07-06,Antigua and Barbuda,98112,796,70,3,23,44,
2020-07-07,Antigua and Barbuda,98112,796,70,3,23,44,
2020-07-08,Antigua and Barbuda,98112,796,70,3,23,44,
2020-07-09,Antigua and Barbuda,98112,854,73,3,57,13,
2020-07-10,Antigua and Barbuda,98112,860,74,3,57,14,
2020-07-11,Antigua and Barbuda,98112,860,74,3,57,14,
2020-07-12,Antigua and Barbuda,98112,860,74,3,57,14,
2020-07-13,Antigua and Barbuda,98112,866,74,3,57,14,
2020-07-14,Antigua and Barbuda,98112,866,74,3,57,14,
2020-07-15,Antigua and Barbuda,98112,866,74,3,57,14,
2020-07-16,Antigua and Barbuda,98112,901,74,3,57,14,
2020-07-17,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-18,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-19,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-20,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-21,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-22,Antigua and Barbuda,98112,930,76,3,57,16,
2020-07-23,Antigua and Barbuda,98112,1142,76,3,58,15,
2020-07-24,Antigua and Barbuda,98112,1189,82,3,60,19,
2020-07-25,Antigua and Barbuda,98112,1189,82,3,60,19,
2020-07-26,Antigua and Barbuda,98112,1189,82,3,60,19,
2020-07-27,Antigua and Barbuda,98112,1237,86,3,65,18,
2020-07-28,Antigua and Barbuda,98112,1237,86,3,65,18,
2020-07-29,Antigua and Barbuda,98112,1345,91,3,67,21,
2020-07-30,Antigua and Barbuda,98112,1345,91,3,67,21,
2020-07-31,Antigua and Barbuda,98112,1387,91,3,67,21,
2020-08-01,Antigua and Barbuda,98112,1387,91,3,67,21,
2020-08-02,Antigua and Barbuda,98112,1387,91,3,67,21,
2020-08-03,Antigua and Barbuda,98112,1477,92,3,75,14,
2020-08-04,Antigua and Barbuda,98112,1477,92,3,75,14,
2020-08-05,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-06,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-07,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-08,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-09,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-10,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-11,Antigua and Barbuda,98112,1500,92,3,76,13,
2020-08-12,Antigua and Barbuda,98112,1734,92,3,76,13,
2020-08-13,Antigua and Barbuda,98112,1734,92,3,76,13,
2020-08-14,Antigua and Barbuda,98112,1780,93,3,83,7,
2020-08-15,Antigua and Barbuda,98112,1780,93,3,83,7,
2020-08-16,Antigua and Barbuda,98112,1780,93,3,83,7,
2020-08-17,Antigua and Barbuda,98112,1602,93,3,88,2,
2020-08-18,Antigua and Barbuda,98112,1638,93,3,88,2,
2020-08-19,Antigua and Barbuda,98112,1647,94,3,88,3,
2020-08-20,Antigua and Barbuda,98112,1738,94,3,89,2,
2020-08-21,Antigua and Barbuda,98112,1775,94,3,89,2,
2020-08-22,Antigua and Barbuda,98112,1775,94,3,89,2,
2020-08-23,Antigua and Barbuda,98112,1775,94,3,89,2,
2020-08-24,Antigua and Barbuda,98112,1775,94,3,89,2,
2020-08-25,Antigua and Barbuda,98112,1775,94,3,89,2,
2020-08-26,Antigua and Barbuda,98112,1875,94,3,89,2,
2020-08-27,Antigua and Barbuda,98112,1875,94,3,89,2,
2020-08-28,Antigua and Barbuda,98112,1875,94,3,89,2,
2020-08-29,Antigua and Barbuda,98112,1875,94,3,89,2,
2020-08-30,Antigua and Barbuda,98112,1900,94,3,91,0,
2020-08-31,Antigua and Barbuda,98112,1900,94,3,91,0,
2020-09-01,Antigua and Barbuda,98112,1946,94,3,91,0,
2020-09-02,Antigua and Barbuda,98112,1946,94,3,91,0,
2020-09-03,Antigua and Barbuda,98112,1991,95,3,91,1,
2020-09-04,Antigua and Barbuda,98112,1991,95,3,91,1,
2020-09-05,Antigua and Barbuda,98112,2066,95,3,91,1,
2020-09-06,Antigua and Barbuda,98112,2066,95,3,91,1,
2020-09-07,Antigua and Barbuda,98112,2066,95,3,91,1,
2020-09-08,Antigua and Barbuda,98112,2097,95,3,91,1,
2020-09-09,Antigua and Barbuda,98112,2097,95,3,91,1,
2020-09-10,Antigua and Barbuda,98112,2122,95,3,91,1,
2020-09-11,Antigua and Barbuda,98112,2122,95,3,91,1,
2020-09-12,Antigua and Barbuda,98112,2243,95,3,91,1,
2020-09-13,Antigua and Barbuda,98112,2243,95,3,91,1,
2020-09-14,Antigua and Barbuda,98112,2243,95,3,91,1,
2020-09-15,Antigua and Barbuda,98112,2282,95,3,91,1,
2020-09-16,Antigua and Barbuda,98112,2282,95,3,91,1,
2020-09-17,Antigua and Barbuda,98112,2282,95,3,91,1,
2020-09-18,Antigua and Barbuda,98112,2332,95,3,92,0,
2020-09-19,Antigua and Barbuda,98112,2386,96,3,92,1,
2020-09-20,Antigua and Barbuda,98112,2386,96,3,92,1,
2020-04-18,Argentina,45288957,30942,2839,132,685,2022,
2020-04-19,Argentina,45288957,32712,2941,134,709,2098,
2020-04-20,Argentina,45288957,34568,3031,142,737,2152,
2020-04-21,Argentina,45288957,36611,3144,151,840,2153,
2020-04-22,Argentina,45288957,39228,3288,159,872,2257,
2020-04-23,Argentina,45288957,41786,3435,165,919,2351,
2020-04-24,Argentina,45288957,44654,3607,176,976,2455,
2020-04-25,Argentina,45288957,47406,3780,185,1030,2565,
2020-04-26,Argentina,45288957,49905,3892,192,1107,2593,
2020-04-27,Argentina,45288957,49905,4003,197,1140,2666,
2020-04-28,Argentina,45288957,53600,4127,207,1162,2758,
2020-04-29,Argentina,45288957,56058,4285,214,1192,2879,
2020-04-30,Argentina,45288957,58685,4428,218,1256,2954,
2020-05-01,Argentina,45288957,61530,4532,225,1292,3015,
2020-05-02,Argentina,45288957,65813,4681,237,1354,3183,
2020-05-03,Argentina,45288957,65813,4783,246,1354,3183,
2020-05-04,Argentina,45288957,67920,4887,260,1442,3185,
2020-05-05,Argentina,45288957,69718,5020,264,1472,3284,
2020-05-06,Argentina,45288957,72315,5208,273,1524,3411,
2020-05-07,Argentina,45288957,75198,5371,282,1601,3488,
2020-05-08,Argentina,45288957,77901,5611,293,1659,3659,
2020-05-09,Argentina,45288957,80729,5776,300,1728,3748,
2020-05-10,Argentina,45288957,83018,6034,305,1757,3972,
2020-05-11,Argentina,45288957,85158,6278,314,1837,4127,
2020-05-12,Argentina,45288957,87547,6563,319,1862,4382,
2020-05-13,Argentina,45288957,90474,6879,329,2266,4284,
2020-05-14,Argentina,45288957,93673,7134,353,2385,4396,
2020-05-15,Argentina,45288957,96893,7479,356,2497,4626,
2020-05-16,Argentina,45288957,100362,7805,363,2534,4908,
2020-05-17,Argentina,45288957,103220,8068,373,2569,5126,
2020-05-18,Argentina,45288957,105829,8371,382,2625,5364,
2020-05-19,Argentina,45288957,108634,8809,393,2872,5544,
2020-05-20,Argentina,45288957,112370,9283,403,2933,5947,
2020-05-21,Argentina,45288957,116689,9931,416,3032,6483,
2020-05-22,Argentina,45288957,121278,10649,433,3062,7154,
2020-05-23,Argentina,45288957,125893,11353,445,3530,7378,
2020-05-24,Argentina,45288957,129418,12076,452,3732,7892,
2020-05-25,Argentina,45288957,133468,12628,467,3999,8162,
2020-05-26,Argentina,45288957,136662,13228,484,4167,8577,
2020-05-27,Argentina,45288957,140218,13933,500,4349,9084,
2020-05-28,Argentina,45288957,145081,14702,508,4617,9577,
2020-05-29,Argentina,45288957,150486,15419,520,4788,10111,
2020-05-30,Argentina,45288957,155407,16214,528,4788,10898,
2020-05-31,Argentina,45288957,160070,16851,539,5336,10976,
2020-06-01,Argentina,45288957,164084,17415,556,5521,11338,
2020-06-02,Argentina,45288957,164084,18319,569,5709,12041,
2020-06-03,Argentina,45288957,172947,19268,583,5896,12789,
2020-06-04,Argentina,45288957,178448,20197,608,5993,13596,
2020-06-05,Argentina,45288957,183862,21037,632,6088,14317,
