Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
04-07-2020,Zimbabwe,14911008,78465,698,8,181,509,,,0.004681105,20
07-07-2020,Zimbabwe,14911008,81335,787,9,201,577,,,0.00527798,6
09-07-2020,Zimbabwe,14911008,82077,885,9,206,670,,,0.005935212,1
11-07-2020,Zimbabwe,14911008,88436,982,18,320,644,,,0.006585739,1
13-07-2020,Zimbabwe,14911008,91103,1034,19,343,672,,,0.006934474,2
14-07-2020,Zimbabwe,14911008,93248,1064,20,343,701,,,0.007135668,2
15-07-2020,Zimbabwe,14911008,95860,1089,20,395,674,,,0.007303329,4
16-07-2020,Zimbabwe,14911008,97508,1362,23,425,914,,,0.009134191,1
17-07-2020,Zimbabwe,14911008,99701,1420,24,438,958,,,0.009523166,1
19-07-2020,Zimbabwe,14911008,101375,1611,25,472,1114,,,0.010804099,1
22-07-2020,Zimbabwe,14911008,107788,2034,26,510,1498,,,0.013640929,1
23-07-2020,Zimbabwe,14911008,110560,2124,28,510,1586,,,0.01424451,1
24-07-2020,Zimbabwe,14911008,111737,2296,32,514,1750,,,0.01539802,5
26-07-2020,Zimbabwe,14911008,119866,2512,34,518,1960,,,0.016846614,6
29-07-2020,Zimbabwe,14911008,126708,2879,41,887,1951,,,0.019307883,4
31-07-2020,Zimbabwe,14911008,131035,3169,67,1004,2098,,,0.021252755,1
01-08-2020,Zimbabwe,14911008,132593,3659,69,1011,2579,,,0.024538918,2
02-08-2020,Zimbabwe,14911008,134209,3921,70,1016,2835,,,0.026296009,3
03-08-2020,Zimbabwe,14911008,134209,4075,80,1057,2938,,,0.027328803,5
04-08-2020,Zimbabwe,14911008,140421,4221,81,1238,2902,,,0.028307945,1
08-08-2020,Zimbabwe,14911008,148451,4575,102,1416,3057,,,0.03068203,1
11-08-2020,Zimbabwe,14911008,149748,4818,104,1524,3190,,,0.032311699,2
15-08-2020,Zimbabwe,14911008,149748,5176,130,2047,2999,,,0.03471261,3
17-08-2020,Zimbabwe,14911008,149748,5308,135,3848,1325,,,0.035597862,3
19-08-2020,Zimbabwe,14911008,149748,5643,150,4442,1051,,,0.037844524,7
28-08-2020,Zimbabwe,14911008,149748,6388,195,5043,1150,,,0.042840833,1
29-08-2020,Zimbabwe,14911008,149748,6406,196,5056,1154,,,0.042961549,1
30-08-2020,Zimbabwe,14911008,149748,6412,196,5061,1155,,,0.043001788,1
03-09-2020,Zimbabwe,14911008,151597,6678,206,5263,1209,,,0.044785705,4
09-09-2020,Zimbabwe,14911008,153315,7429,222,5542,1665,,,0.049822252,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,17186
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1540
,,,,,,,,,,,1493
,,,,,,,,,,,3646
,,,,,,,,,,,617
,,,,,,,,,,,539
,,,,,,,,,,,1716
,,,,,,,,,,,367
,,,,,,,,,,,1207
,,,,,,,,,,,3911
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,1766
,,,,,,,,,,,590
,,,,,,,,,,,768
,,,,,,,,,,,668
,,,,,,,,,,,55
,,,,,,,,,,,461
,,,,,,,,,,,224
,,,,,,,,,,,
,,,,,,,,,,,387
,,,,,,,,,,,138
,,,,,,,,,,,2296
,,,,,,,,,,,71
,,,,,,,,,,,352
,,,,,,,,,,,69
,,,,,,,,,,,473
,,,,,,,,,,,303
,,,,,,,,,,,221
,,,,,,,,,,,156
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,80
,,,,,,,,,,,115
,,,,,,,,,,,39
,,,,,,,,,,,158
,,,,,,,,,,,31
,,,,,,,,,,,5
,,,,,,,,,,,36
,,,,,,,,,,,
,,,,,,,,,,,84
,,,,,,,,,,,229
,,,,,,,,,,,
,,,,,,,,,,,37
,,,,,,,,,,,195
,,,,,,,,,,,37
,,,,,,,,,,,85
,,,,,,,,,,,35
,,,,,,,,,,,104
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,44
,,,,,,,,,,,24
,,,,,,,,,,,26
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,5
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,21
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,40
,,,,,,,,,,,8
,,,,,,,,,,,75
,,,,,,,,,,,52
,,,,,,,,,,,
,,,,,,,,,,,443
,,,,,,,,,,,47
,,,,,,,,,,,
,,,,,,,,,,,14
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,55
,,,,,,,,,,,8
,,,,,,,,,,,4
,,,,,,,,,,,94
,,,,,,,,,,,23
,,,,,,,,,,,10
,,,,,,,,,,,57
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,16
,,,,,,,,,,,
,,,,,,,,,,,14
,,,,,,,,,,,24
,,,,,,,,,,,6
,,,,,,,,,,,9
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,10
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,27
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,20
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,17237
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1533
,,,,,,,,,,,1493
,,,,,,,,,,,3653
,,,,,,,,,,,617
,,,,,,,,,,,539
,,,,,,,,,,,1708
,,,,,,,,,,,367
,,,,,,,,,,,1190
,,,,,,,,,,,3881
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,1774
,,,,,,,,,,,572
,,,,,,,,,,,769
,,,,,,,,,,,679
,,,,,,,,,,,56
,,,,,,,,,,,461
,,,,,,,,,,,224
,,,,,,,,,,,
,,,,,,,,,,,382
,,,,,,,,,,,138
,,,,,,,,,,,2296
,,,,,,,,,,,71
,,,,,,,,,,,376
,,,,,,,,,,,74
,,,,,,,,,,,479
,,,,,,,,,,,303
,,,,,,,,,,,221
,,,,,,,,,,,159
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,82
,,,,,,,,,,,117
,,,,,,,,,,,36
,,,,,,,,,,,151
,,,,,,,,,,,31
,,,,,,,,,,,5
,,,,,,,,,,,34
,,,,,,,,,,,
,,,,,,,,,,,81
,,,,,,,,,,,232
,,,,,,,,,,,
,,,,,,,,,,,37
,,,,,,,,,,,217
,,,,,,,,,,,39
,,,,,,,,,,,85
,,,,,,,,,,,41
,,,,,,,,,,,102
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,40
,,,,,,,,,,,26
,,,,,,,,,,,26
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,6
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,19
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,46
,,,,,,,,,,,8
,,,,,,,,,,,73
,,,,,,,,,,,68
,,,,,,,,,,,
,,,,,,,,,,,435
,,,,,,,,,,,47
,,,,,,,,,,,
,,,,,,,,,,,13
,,,,,,,,,,,
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,56
,,,,,,,,,,,6
,,,,,,,,,,,4
,,,,,,,,,,,93
,,,,,,,,,,,24
,,,,,,,,,,,11
,,,,,,,,,,,53
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,14
,,,,,,,,,,,24
,,,,,,,,,,,7
,,,,,,,,,,,9
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,10
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,27
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,20
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,17190
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1524
,,,,,,,,,,,1493
,,,,,,,,,,,3489
,,,,,,,,,,,617
,,,,,,,,,,,539
,,,,,,,,,,,1749
,,,,,,,,,,,384
,,,,,,,,,,,1177
,,,,,,,,,,,3773
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,1758
,,,,,,,,,,,605
,,,,,,,,,,,771
,,,,,,,,,,,686
,,,,,,,,,,,58
,,,,,,,,,,,461
,,,,,,,,,,,224
,,,,,,,,,,,
,,,,,,,,,,,399
,,,,,,,,,,,138
,,,,,,,,,,,67
,,,,,,,,,,,71
,,,,,,,,,,,339
,,,,,,,,,,,69
,,,,,,,,,,,497
,,,,,,,,,,,295
,,,,,,,,,,,221
,,,,,,,,,,,159
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,86
,,,,,,,,,,,109
,,,,,,,,,,,54
,,,,,,,,,,,150
,,,,,,,,,,,30
,,,,,,,,,,,5
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,83
,,,,,,,,,,,243
,,,,,,,,,,,
,,,,,,,,,,,37
,,,,,,,,,,,213
,,,,,,,,,,,39
,,,,,,,,,,,85
,,,,,,,,,,,42
,,,,,,,,,,,106
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,40
,,,,,,,,,,,26
,,,,,,,,,,,21
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,6
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,23
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,59
,,,,,,,,,,,8
,,,,,,,,,,,68
,,,,,,,,,,,66
,,,,,,,,,,,
,,,,,,,,,,,435
,,,,,,,,,,,51
,,,,,,,,,,,
,,,,,,,,,,,13
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,56
,,,,,,,,,,,6
,,,,,,,,,,,4
,,,,,,,,,,,90
,,,,,,,,,,,23
,,,,,,,,,,,11
,,,,,,,,,,,55
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,14
,,,,,,,,,,,24
,,,,,,,,,,,8
,,,,,,,,,,,9
,,,,,,,,,,,12
,,,,,,,,,,,17
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,29
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,13
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16966
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1527
,,,,,,,,,,,1493
,,,,,,,,,,,3536
,,,,,,,,,,,617
,,,,,,,,,,,539
,,,,,,,,,,,1799
,,,,,,,,,,,384
,,,,,,,,,,,1157
,,,,,,,,,,,3882
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,1716
,,,,,,,,,,,574
,,,,,,,,,,,759
,,,,,,,,,,,703
,,,,,,,,,,,58
,,,,,,,,,,,489
,,,,,,,,,,,224
,,,,,,,,,,,
,,,,,,,,,,,404
,,,,,,,,,,,138
,,,,,,,,,,,67
,,,,,,,,,,,71
,,,,,,,,,,,366
,,,,,,,,,,,68
,,,,,,,,,,,479
,,,,,,,,,,,296
,,,,,,,,,,,221
,,,,,,,,,,,153
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,90
,,,,,,,,,,,101
,,,,,,,,,,,42
,,,,,,,,,,,154
,,,,,,,,,,,27
,,,,,,,,,,,5
,,,,,,,,,,,27
,,,,,,,,,,,
,,,,,,,,,,,82
,,,,,,,,,,,243
,,,,,,,,,,,
,,,,,,,,,,,37
,,,,,,,,,,,216
,,,,,,,,,,,38
,,,,,,,,,,,85
,,,,,,,,,,,45
,,,,,,,,,,,110
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,46
,,,,,,,,,,,29
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,6
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,19
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,54
,,,,,,,,,,,8
,,,,,,,,,,,64
,,,,,,,,,,,67
,,,,,,,,,,,
,,,,,,,,,,,413
,,,,,,,,,,,52
,,,,,,,,,,,
,,,,,,,,,,,9
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,61
,,,,,,,,,,,6
,,,,,,,,,,,3
,,,,,,,,,,,89
,,,,,,,,,,,25
,,,,,,,,,,,11
,,,,,,,,,,,48
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,18
,,,,,,,,,,,24
,,,,,,,,,,,8
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,17
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,31
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,13
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,2
,,,,,,,,,,,4
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,5
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,5
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,16875
,,,,,,,,,,,8944
,,,,,,,,,,,8318
,,,,,,,,,,,2300
,,,,,,,,,,,1516
,,,,,,,,,,,1493
,,,,,,,,,,,3646
,,,,,,,,,,,617
,,,,,,,,,,,539
,,,,,,,,,,,1795
,,,,,,,,,,,384
,,,,,,,,,,,1120
,,,,,,,,,,,3868
,,,,,,,,,,,73
,,,,,,,,,,,
,,,,,,,,,,,1725
,,,,,,,,,,,582
,,,,,,,,,,,743
,,,,,,,,,,,719
,,,,,,,,,,,66
,,,,,,,,,,,489
,,,,,,,,,,,224
,,,,,,,,,,,
,,,,,,,,,,,398
,,,,,,,,,,,177
,,,,,,,,,,,61
,,,,,,,,,,,71
,,,,,,,,,,,365
,,,,,,,,,,,66
,,,,,,,,,,,480
,,,,,,,,,,,288
,,,,,,,,,,,221
,,,,,,,,,,,157
,,,,,,,,,,,41
,,,,,,,,,,,31
,,,,,,,,,,,89
,,,,,,,,,,,96
,,,,,,,,,,,54
,,,,,,,,,,,158
,,,,,,,,,,,29
,,,,,,,,,,,5
,,,,,,,,,,,26
,,,,,,,,,,,
,,,,,,,,,,,83
,,,,,,,,,,,239
,,,,,,,,,,,
,,,,,,,,,,,45
,,,,,,,,,,,216
,,,,,,,,,,,35
,,,,,,,,,,,85
,,,,,,,,,,,39
,,,,,,,,,,,126
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,7
,,,,,,,,,,,410
,,,,,,,,,,,46
,,,,,,,,,,,23
,,,,,,,,,,,14
,,,,,,,,,,,
,,,,,,,,,,,362
,,,,,,,,,,,6
,,,,,,,,,,,24
,,,,,,,,,,,
,,,,,,,,,,,31
,,,,,,,,,,,20
,,,,,,,,,,,44
,,,,,,,,,,,
,,,,,,,,,,,54
,,,,,,,,,,,6
,,,,,,,,,,,57
,,,,,,,,,,,68
,,,,,,,,,,,
,,,,,,,,,,,398
,,,,,,,,,,,52
,,,,,,,,,,,
,,,,,,,,,,,12
,,,,,,,,,,,1
,,,,,,,,,,,30
,,,,,,,,,,,
,,,,,,,,,,,60
,,,,,,,,,,,7
,,,,,,,,,,,3
,,,,,,,,,,,89
,,,,,,,,,,,28
,,,,,,,,,,,11
,,,,,,,,,,,43
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,18
,,,,,,,,,,,24
,,,,,,,,,,,7
,,,,,,,,,,,8
,,,,,,,,,,,12
,,,,,,,,,,,15
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,8
,,,,,,,,,,,
,,,,,,,,,,,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,11
,,,,,,,,,,,
,,,,,,,,,,,5
,,,,,,,,,,,29
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,16
,,,,,,,,,,,
,,,,,,,,,,,3
,,,,,,,,,,,24
,,,,,,,,,,,3
,,,,,,,,,,,
,,,,,,,,,,,6
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,1
