Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
04-05-2020,Gabon,2237182,724,367,6,93,268,,,0.016404566,1559
05-05-2020,Gabon,2237182,724,397,6,93,298,,,0.017745539,1
06-05-2020,Gabon,2237182,724,397,6,93,298,,,0.017745539,384
07-05-2020,Gabon,2237182,724,504,8,110,386,,,0.022528341,41
08-05-2020,Gabon,2237182,724,620,8,110,502,,,0.027713436,111
09-05-2020,Gabon,2237182,724,661,8,110,543,,,0.029546099,683
10-05-2020,Gabon,2237182,724,661,8,110,543,,,0.029546099,489
11-05-2020,Gabon,2237182,724,802,9,127,666,,,0.03584867,81
12-05-2020,Gabon,2237182,5530,863,9,137,717,,,0.038575315,744
14-05-2020,Gabon,2237182,5530,1104,10,182,912,,,0.049347796,41
15-05-2020,Gabon,2237182,7050,1209,10,219,980,,,0.0540412,263
16-05-2020,Gabon,2237182,7050,1320,11,244,1065,,,0.059002799,1613
17-05-2020,Gabon,2237182,7445,1320,11,244,1065,,,0.059002799,3
18-05-2020,Gabon,2237182,7966,1432,11,301,1120,,,0.064009097,220
19-05-2020,Gabon,2237182,7966,1502,12,318,1172,,,0.067138033,214
20-05-2020,Gabon,2237182,7966,1567,12,365,1190,,,0.070043474,182
21-05-2020,Gabon,2237182,8622,1567,12,365,1190,,,0.070043474,123
22-05-2020,Gabon,2237182,8622,1728,12,402,1314,,,0.077240028,62
23-05-2020,Gabon,2237182,9908,1934,12,459,1463,,,0.08644804,72
24-05-2020,Gabon,2237182,9908,1934,12,459,1463,,,0.08644804,41
25-05-2020,Gabon,2237182,9908,2135,14,562,1559,,,0.095432558,1
26-05-2020,Gabon,2237182,10683,2238,14,593,1631,,,0.100036564,208
27-05-2020,Gabon,2237182,12060,2319,14,631,1674,,,0.10365719,197
28-05-2020,Gabon,2237182,12669,2431,14,668,1749,,,0.108663488,182
29-05-2020,Gabon,2237182,13833,2613,15,709,1889,,,0.116798723,31
30-05-2020,Gabon,2237182,13833,2655,17,722,1916,,,0.118676084,280
31-05-2020,Gabon,2237182,14122,2655,17,722,1916,,,0.118676084,5
01-06-2020,Gabon,2237182,14122,2655,17,722,1916,,,0.118676084,4
02-06-2020,Gabon,2237182,14122,2803,20,779,2004,,,0.12529155,1
03-06-2020,Gabon,2237182,14122,2902,20,801,2081,,,0.12971676,160
04-06-2020,Gabon,2237182,15689,2955,21,818,2116,,,0.132085812,136
05-06-2020,Gabon,2237182,16730,3101,21,833,2247,,,0.138611879,92
06-06-2020,Gabon,2237182,16730,3101,21,833,2247,,,0.138611879,13
07-06-2020,Gabon,2237182,16730,3101,21,833,2247,,,0.138611879,1
08-06-2020,Gabon,2237182,16730,3101,21,833,2247,,,0.138611879,65
09-06-2020,Gabon,2237182,16730,3247,21,938,2288,,,0.145137946,4
10-06-2020,Gabon,2237182,16730,3294,21,956,2317,,,0.147238803,9
11-06-2020,Gabon,2237182,19517,3463,23,1024,2416,,,0.154792949,2
13-06-2020,Gabon,2237182,19517,3463,23,1024,2416,,,0.154792949,7
14-06-2020,Gabon,2237182,19517,3463,23,1024,2416,,,0.154792949,7
15-06-2020,Gabon,2237182,19517,4033,27,1334,2672,,,0.180271431,4
16-06-2020,Gabon,2237182,23741,4114,29,1432,2653,,,0.183892057,32
17-06-2020,Gabon,2237182,24873,4229,30,1505,2694,,,0.189032452,21
18-06-2020,Gabon,2237182,26041,4340,32,1657,2651,,,0.193994051,36
19-06-2020,Gabon,2237182,27030,4428,34,1750,2644,,,0.197927571,10
20-06-2020,Gabon,2237182,27030,4428,34,1750,2644,,,0.197927571,256
21-06-2020,Gabon,2237182,27030,4428,34,1750,2644,,,0.197927571,16
22-06-2020,Gabon,2237182,30095,4739,39,2002,2698,,,0.211828988,4
23-06-2020,Gabon,2237182,30095,4849,39,2107,2703,,,0.216745888,42
24-06-2020,Gabon,2237182,30095,4956,39,2177,2740,,,0.221528691,19
25-06-2020,Gabon,2237182,33655,5087,40,2270,2777,,,0.227384272,30
26-06-2020,Gabon,2237182,34774,5209,40,2327,2842,,,0.232837561,7
28-06-2020,Gabon,2237182,34774,5209,40,2327,2842,,,0.232837561,1
29-06-2020,Gabon,2237182,37297,5394,42,2420,2932,,,0.241106893,47
30-06-2020,Gabon,2237182,37297,5394,42,2420,2932,,,0.241106893,9
01-07-2020,Gabon,2237182,38692,5513,42,2508,2963,,,0.246426084,7
03-07-2020,Gabon,2237182,39668,5620,44,2555,3021,,,0.251208887,32
04-07-2020,Gabon,2237182,39668,5620,44,2555,3021,,,0.251208887,5
05-07-2020,Gabon,2237182,39668,5620,44,2555,3021,,,0.251208887,4
06-07-2020,Gabon,2237182,42078,5743,46,2574,3123,,,0.256706875,15
07-07-2020,Gabon,2237182,42078,5743,46,2574,3123,,,0.256706875,20
08-07-2020,Gabon,2237182,44383,5871,46,2682,3143,,,0.262428359,28
10-07-2020,Gabon,2237182,46725,5942,46,3004,2892,,,0.265601994,22
11-07-2020,Gabon,2237182,46725,5942,46,3004,2892,,,0.265601994,24
12-07-2020,Gabon,2237182,46725,5942,46,3004,2892,,,0.265601994,21
13-07-2020,Gabon,2237182,49853,6026,46,3475,2505,,,0.269356718,10
14-07-2020,Gabon,2237182,49853,6026,46,3475,2505,,,0.269356718,16
15-07-2020,Gabon,2237182,52166,6121,46,3664,2411,,,0.273603131,5
16-07-2020,Gabon,2237182,52166,6121,46,3664,2411,,,0.273603131,18
17-07-2020,Gabon,2237182,57095,6315,46,3865,2404,,,0.282274755,1
19-07-2020,Gabon,2237182,57095,6315,46,3865,2404,,,0.282274755,10
20-07-2020,Gabon,2237182,59671,6433,46,4034,2353,,,0.287549247,3
23-07-2020,Gabon,2237182,63145,6588,47,4235,2306,,,0.294477606,24
24-07-2020,Gabon,2237182,67767,6984,49,4463,2472,,,0.312178446,8
25-07-2020,Gabon,2237182,67767,6984,49,4463,2472,,,0.312178446,2
26-07-2020,Gabon,2237182,67767,6984,49,4463,2472,,,0.312178446,9
27-07-2020,Gabon,2237182,70059,7189,49,4682,2458,,,0.321341759,2
29-07-2020,Gabon,2237182,75222,7352,49,4943,2360,,,0.328627711,11
30-07-2020,Gabon,2237182,75222,7352,49,4943,2360,,,0.328627711,15
02-08-2020,Gabon,2237182,79255,7531,50,5223,2258,,,0.336628848,4
08-08-2020,Gabon,2237182,89423,7923,51,5704,2168,,,0.354150892,1
13-08-2020,Gabon,2237182,96203,8077,51,5920,2106,,,0.361034552,2
14-08-2020,Gabon,2237182,100298,8225,51,6277,1897,,,0.367650017,1
16-08-2020,Gabon,2237182,100298,8225,51,6277,1897,,,0.367650017,2
20-08-2020,Gabon,2237182,104420,8319,53,6614,1652,,,0.371851731,5
23-08-2020,Gabon,2237182,107403,8388,53,6734,1601,,,0.374935969,2
27-08-2020,Gabon,2237182,113295,8468,53,7066,1349,,,0.378511896,17
28-08-2020,Gabon,2237182,116252,8505,53,7187,1265,,,0.380165762,3
29-08-2020,Gabon,2237182,116252,8505,53,7187,1265,,,0.380165762,10
31-08-2020,Gabon,2237182,118395,8533,53,7264,1216,,,0.381417337,59
01-09-2020,Gabon,2237182,118395,8533,53,7264,1216,,,0.381417337,6
02-09-2020,Gabon,2237182,122308,8538,53,7335,1150,,,0.381640832,2
03-09-2020,Gabon,2237182,122308,8538,53,7335,1150,,,0.381640832,3
04-09-2020,Gabon,2237182,122308,8601,53,7424,1124,,,0.384456875,1
05-09-2020,Gabon,2237182,122308,8601,53,7424,1124,,,0.384456875,1
06-09-2020,Gabon,2237182,122308,8601,53,7424,1124,,,0.384456875,1
09-09-2020,Gabon,2237182,131610,8621,53,7618,950,,,0.385350857,1
15-09-2020,Gabon,2237182,139931,8654,53,7785,816,,,0.386825927,2
18-09-2020,Gabon,2237182,147678,8696,53,7848,795,,,0.388703288,5
20-04-2020,Gambia,2431320,316,10,1,2,7,,,0.000411299,4
21-04-2020,Gambia,2431320,316,10,1,2,7,,,0.000411299,3
22-04-2020,Gambia,2431320,316,10,1,2,7,,,0.000411299,3
29-04-2020,Gambia,2431320,401,10,1,8,1,,,0.000411299,1
01-05-2020,Gambia,2431320,401,12,1,8,3,,,0.000493559,1
04-05-2020,Gambia,2431320,401,17,1,9,7,,,0.000699209,1
06-05-2020,Gambia,2431320,562,17,1,9,7,,,0.000699209,7
14-05-2020,Gambia,2431320,1341,23,1,10,12,,,0.000945988,2
15-05-2020,Gambia,2431320,1341,23,1,10,12,,,0.000945988,1
16-05-2020,Gambia,2431320,1341,23,1,12,10,,,0.000945988,11
17-05-2020,Gambia,2431320,1341,23,1,12,10,,,0.000945988,1
21-05-2020,Gambia,2431320,1476,24,1,13,10,,,0.000987118,2
22-05-2020,Gambia,2431320,1476,25,1,13,11,,,0.001028248,1
23-05-2020,Gambia,2431320,1476,25,1,13,11,,,0.001028248,2
24-05-2020,Gambia,2431320,1476,25,1,13,11,,,0.001028248,2
27-05-2020,Gambia,2431320,1730,25,1,19,5,,,0.001028248,1
06-06-2020,Gambia,2431320,1907,26,1,21,4,,,0.001069378,4
17-06-2020,Gambia,2431320,1970,34,1,24,9,,,0.001398417,17204
18-06-2020,Gambia,2431320,1970,36,1,24,11,,,0.001480677,8944
19-06-2020,Gambia,2431320,1970,36,1,24,11,,,0.001480677,8318
20-06-2020,Gambia,2431320,1970,36,1,24,11,,,0.001480677,2300
21-06-2020,Gambia,2431320,1970,37,2,24,11,,,0.001521807,926
22-06-2020,Gambia,2431320,1970,41,2,26,13,,,0.001686327,136
23-06-2020,Gambia,2431320,1970,41,2,26,13,,,0.001686327,378
24-06-2020,Gambia,2431320,2035,42,2,26,14,,,0.001727457,617
25-06-2020,Gambia,2431320,2035,42,2,26,14,,,0.001727457,128
26-06-2020,Gambia,2431320,2035,43,2,26,15,,,0.001768587,259
27-06-2020,Gambia,2431320,2035,44,2,26,16,,,0.001809717,1361
28-06-2020,Gambia,2431320,2117,45,2,26,17,,,0.001850846,1350
29-06-2020,Gambia,2431320,2117,47,2,26,19,,,0.001933106,2547
30-06-2020,Gambia,2431320,3005,49,2,27,20,,,0.002015366,1559
01-07-2020,Gambia,2431320,3005,49,2,27,20,,,0.002015366,1
02-07-2020,Gambia,2431320,3005,55,2,27,26,,,0.002262146,384
03-07-2020,Gambia,2431320,3005,55,2,27,26,,,0.002262146,45
04-07-2020,Gambia,2431320,3162,57,2,27,28,,,0.002344406,111
05-07-2020,Gambia,2431320,3162,57,2,27,28,,,0.002344406,662
06-07-2020,Gambia,2431320,3162,61,3,27,31,,,0.002508925,475
07-07-2020,Gambia,2431320,3162,61,3,27,31,,,0.002508925,81
08-07-2020,Gambia,2431320,3162,61,3,27,31,,,0.002508925,729
10-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,37
11-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,267
12-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,1618
13-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,3
14-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,220
15-07-2020,Gambia,2431320,3573,64,3,34,27,,,0.002632315,216
16-07-2020,Gambia,2431320,3573,78,3,34,41,,,0.003208134,182
17-07-2020,Gambia,2431320,3573,78,3,34,41,,,0.003208134,106
18-07-2020,Gambia,2431320,3681,93,4,49,40,,,0.003825083,62
19-07-2020,Gambia,2431320,3681,93,4,49,40,,,0.003825083,79
20-07-2020,Gambia,2431320,3681,112,4,57,51,,,0.004606551,41
21-07-2020,Gambia,2431320,3681,112,4,57,51,,,0.004606551,1
22-07-2020,Gambia,2431320,3834,146,5,57,84,,,0.006004968,187
23-07-2020,Gambia,2431320,4515,170,5,58,107,,,0.006992087,191
24-07-2020,Gambia,2431320,4515,216,6,60,150,,,0.008884063,180
25-07-2020,Gambia,2431320,4515,277,6,60,211,,,0.011392988,31
26-07-2020,Gambia,2431320,4515,277,6,60,211,,,0.011392988,289
27-07-2020,Gambia,2431320,4515,326,8,66,252,,,0.013408354,5
28-07-2020,Gambia,2431320,4515,326,8,66,252,,,0.013408354,4
29-07-2020,Gambia,2431320,4515,326,8,66,252,,,0.013408354,1
30-07-2020,Gambia,2431320,4859,403,8,66,329,,,0.016575358,160
31-07-2020,Gambia,2431320,4859,498,9,68,421,,,0.020482701,131
01-08-2020,Gambia,2431320,4859,498,9,68,421,,,0.020482701,92
02-08-2020,Gambia,2431320,4859,498,9,68,421,,,0.020482701,13
03-08-2020,Gambia,2431320,4859,498,9,68,421,,,0.020482701,4
04-08-2020,Gambia,2431320,4859,671,14,79,578,,,0.027598177,66
05-08-2020,Gambia,2431320,4859,799,16,115,668,,,0.032862807,3
06-08-2020,Gambia,2431320,5183,935,16,136,783,,,0.038456476,9
